22/07/2023 00:00;0	
22/07/2023 00:05;0	
22/07/2023 00:10;0	
22/07/2023 00:15;0	
22/07/2023 00:20;0	
22/07/2023 00:25;0	
22/07/2023 00:30;0	
22/07/2023 00:35;0	
22/07/2023 00:40;0	
22/07/2023 00:45;0	
22/07/2023 00:50;0	
22/07/2023 00:55;0	
22/07/2023 01:00;0	
22/07/2023 01:05;0	
22/07/2023 01:10;0	
22/07/2023 01:15;0	
22/07/2023 01:20;0	
22/07/2023 01:25;0	
22/07/2023 01:30;0	
22/07/2023 01:35;0	
22/07/2023 01:40;0	
22/07/2023 01:45;0	
22/07/2023 01:50;0	
22/07/2023 01:55;0	
22/07/2023 02:00;0	
22/07/2023 02:05;0	
22/07/2023 02:10;0	
22/07/2023 02:15;0	
22/07/2023 02:20;0	
22/07/2023 02:25;0	
22/07/2023 02:30;0	
22/07/2023 02:35;0	
22/07/2023 02:40;0	
22/07/2023 02:45;0	
22/07/2023 02:50;0	
22/07/2023 02:55;0	
22/07/2023 03:00;0	
22/07/2023 03:05;0	
22/07/2023 03:10;0	
22/07/2023 03:15;0	
22/07/2023 03:20;0	
22/07/2023 03:25;0	
22/07/2023 03:30;0	
22/07/2023 03:35;0	
22/07/2023 03:40;0	
22/07/2023 03:45;0	
22/07/2023 03:50;0	
22/07/2023 03:55;0	
22/07/2023 04:00;14	
22/07/2023 04:05;18	
22/07/2023 04:10;22	
22/07/2023 04:15;16	
22/07/2023 04:20;4	
22/07/2023 04:25;18	
22/07/2023 04:30;12	
22/07/2023 04:35;22	
22/07/2023 04:40;11	
22/07/2023 04:45;11	
22/07/2023 04:50;14	
22/07/2023 04:55;9	
22/07/2023 05:00;12	
22/07/2023 05:05;9	
22/07/2023 05:10;14	
22/07/2023 05:15;5	
22/07/2023 05:20;2	
22/07/2023 05:25;0	
22/07/2023 05:30;2	
22/07/2023 05:35;1	
22/07/2023 05:40;1	
22/07/2023 05:45;3	
22/07/2023 05:50;1	
22/07/2023 05:55;0	
22/07/2023 06:00;1	
22/07/2023 06:05;30	
22/07/2023 06:10;73	
22/07/2023 06:15;6	
22/07/2023 06:20;7	
22/07/2023 06:25;7	
22/07/2023 06:30;10	
22/07/2023 06:35;5	
22/07/2023 06:40;7	
22/07/2023 06:45;6	
22/07/2023 06:50;13	
22/07/2023 06:55;5	
22/07/2023 07:00;13	
22/07/2023 07:05;10	
22/07/2023 07:10;8	
22/07/2023 07:15;18	
22/07/2023 07:20;8	
22/07/2023 07:25;15	
22/07/2023 07:30;14	
22/07/2023 07:35;16	
22/07/2023 07:40;16	
22/07/2023 07:45;21	
22/07/2023 07:50;24	
22/07/2023 07:55;28	
22/07/2023 08:00;20	
22/07/2023 08:05;20	
22/07/2023 08:10;28	
22/07/2023 08:15;23	
22/07/2023 08:20;16	
22/07/2023 08:25;13	
22/07/2023 08:30;14	
22/07/2023 08:35;21	
22/07/2023 08:40;20	
22/07/2023 08:45;16	
22/07/2023 08:50;18	
22/07/2023 08:55;27	
22/07/2023 09:00;22	
22/07/2023 09:05;20	
22/07/2023 09:10;20	
22/07/2023 09:15;27	
22/07/2023 09:20;29	
22/07/2023 09:25;26	
22/07/2023 09:30;34	
22/07/2023 09:35;37	
22/07/2023 09:40;34	
22/07/2023 09:45;29	
22/07/2023 09:50;23	
22/07/2023 09:55;29	
22/07/2023 10:00;28	
22/07/2023 10:05;21	
22/07/2023 10:10;23	
22/07/2023 10:15;24	
